;_id;estado;direccion;Aeropuerto;Aestrenar;Agua;Alarma;Alcantarillado;Amoblado;Ano Construcción;Area Construcción;Ascensor;Autopista;Avenida;Balcon;Barbecue;Bodega;Cable;CasaColonial;Chimenea;Cocina;Colegio;Comercios;Concreto;Concurrida;Conserje;EdificioN;Estacionamiento;GasCentral;Generador;Gimnasio;Hospital;Iglesia;JInfantiles;Jacuzzi;Jardin;MedidorAgua;Mes Construcción;Moderno;Montania;NoAmbientes;NoBanos;NoDormitorios;NoEstacionamientos;Piscina;Playa;Reconstruido;Renovado;Residencial;Seguridad;Terraza;Terreno;Total M²;TransporteP;Trole;Turismo;Vista Panoramica;Walk;ZonaTranquila;NoAmb;NoBan;NoDorm;NoMetros;estadoTran;lat;lng;precio;price;tipoInv;tipoTran;titulo
44;0cbaa22b78da439aebaac4dee1fae5bfce74e51d---Usada---MIRASIERRA Calle Las Alondras y San Juan de Dios - Mirasierra - Alangasi, Ecuador;Usada;MIRASIERRA Calle Las Alondras y San Juan de Dios - Mirasierra - Alangasi, Ecuador;0;0;1;0;0;0;2012;195.0;0;0;1;1;0;1;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;4;3;4;2;0;0;0;0;1;1;1;;195.0;0;0;0;0;1;1;4;3;4;195;;-0.291784;-78.443898;129000.0;129,000;Casa;De Venta;MIRASIERRA Calle Las Alondras y San Juan de Dios  - Mirasierra  -  Alangasi, Ecuador
45;9825fb6835e74128517a837b2eb3e57a3dd9c01e------OE14-51 Rio Pastaza - Mirasierra - Alangasi, Ecuador;;OE14-51 Rio Pastaza - Mirasierra - Alangasi, Ecuador;0;0;1;0;1;0;1990;303.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;13;4;4;2;0;0;0;0;0;0;1;739;353.0;0;0;0;1;0;0;13;4;4;353;;-0.291613;-78.45935;239000.0;239,000;Casa;De Venta;OE14-51 Rio Pastaza  - Mirasierra  -  Alangasi, Ecuador
46;6071a4b090387a57e796ac8f1f3dc01559b1e2c0------Pasaje San Juan - Pasaje San Juan - Playa Chica 1 - Alangasi, Ecuador;;Pasaje San Juan - Pasaje San Juan - Playa Chica 1 - Alangasi, Ecuador;0;0;1;0;0;0;1990;381.0;0;1;1;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;15;4;5;0;0;0;1;0;0;0;0;562;1000.0;1;0;1;1;0;0;15;4;5;1,000;;-0.286686;-78.474324;295000.0;295,000;Casa;De Venta;Pasaje San Juan  - Pasaje San Juan  - Playa Chica 1  -  Alangasi, Ecuador
47;e4d74cfe2351e1ba7b67a066ae5fba30a90dd532------Rio Zamora - Avenida Rio Zamora - Ushimana - Alangasi, Ecuador;;Rio Zamora - Avenida Rio Zamora - Ushimana - Alangasi, Ecuador;0;0;1;0;1;0;2008;123.0;0;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;5;2;3;2;0;0;0;0;1;1;0;;131.0;1;0;0;1;1;1;5;2;3;131;;-0.306548;-78.441817;110000.0;110,000;Casa;De Venta;Rio Zamora  - Avenida Rio Zamora  - Ushimana  -  Alangasi, Ecuador
48;544b02008100c4dab4af75b4c09069ea175919ca------S/N av galaxias - Mira Sierra - Mirasierra - Alangasi, Ecuador;;S/N av galaxias - Mira Sierra - Mirasierra - Alangasi, Ecuador;0;0;1;0;0;0;2006;200.0;0;1;1;0;1;1;0;1;0;0;1;1;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;6;2;3;2;0;0;0;0;1;0;0;225;200.0;1;0;1;1;0;0;6;2;3;200;;-0.287338;-78.45103;149000.0;149,000;Casa;De Venta;S/N av galaxias  - Mira Sierra  - Mirasierra  -  Alangasi, Ecuador
49;d4173d6874fc10f9ff15052fee08705e41af065b---Por Estrenar---s/n Calle Rio Zamora - Urbanización San Rafael - Ushimana - Alangasi, Ecuador;Por Estrenar;s/n Calle Rio Zamora - Urbanización San Rafael - Ushimana - Alangasi, Ecuador;0;1;0;0;0;0;2021;152.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;5;2;3;2;0;0;0;0;0;0;0;49;201.0;0;0;0;1;0;0;5;2;3;201;;-0.306799;-78.438825;135000.0;135,000;Casa;De Venta;s/n Calle Rio Zamora  - Urbanización San Rafael  - Ushimana  -  Alangasi, Ecuador
50;cb8b761adc8785ed1e634f49516dc26e3a5f41a1------S/N Jose Velasco Ibarra - Alcázar de Segovia - Ushimana - Alangasi, Ecuador;;S/N Jose Velasco Ibarra - Alcázar de Segovia - Ushimana - Alangasi, Ecuador;0;0;0;0;1;0;2021;140.0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;1;1;9;2;3;2;0;0;0;0;1;0;1;140;140.0;1;1;0;0;0;1;9;2;3;140;;-0.303259870565;-78.431284186616;94900.0;94,900;Casa;De Venta;S/N Jose Velasco Ibarra  - Alcázar de Segovia  - Ushimana  -  Alangasi, Ecuador
51;ff669736bdf19b0e095ec7761e066423f485f0c3---Usada---S/N Los Piqueros y Av Ilaló - Conjunto Rincon de Mirasierra - Mirasierra - Alangasi, Ecuador;Usada;S/N Los Piqueros y Av Ilaló - Conjunto Rincon de Mirasierra - Mirasierra - Alangasi, Ecuador;0;0;0;0;0;0;2005;120.0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;10;2;3;3;0;0;0;0;1;0;0;237;237.0;1;0;0;1;0;1;10;2;3;237;;-0.290235;-78.44382;119000.0;119,000;Casa;De Venta;S/N Los Piqueros y Av Ilaló  - Conjunto Rincon de Mirasierra  - Mirasierra  -  Alangasi, Ecuador
52;684fbcd279b58452df4c8786df4a97f89c14ae91---Usada---s/n Roma y Rio Zamora, Alangasi San Rafael - Alangasi - San Gabriel - Alangasi, Ecuador;Usada;s/n Roma y Rio Zamora, Alangasi San Rafael - Alangasi - San Gabriel - Alangasi, Ecuador;0;0;1;1;1;0;2002;21680.0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;1;0;0;0;15;4;4;4;0;0;0;0;1;0;1;350.45;350.45;1;0;0;0;1;1;15;4;4;350.45;;-0.304971;-78.44042;330000.0;330,000;Casa;De Venta;s/n Roma y Rio Zamora, Alangasi San Rafael  - Alangasi  - San Gabriel  -  Alangasi, Ecuador
53;dea6d0ccd67972e6efe0ff55ce82a9f807f53485------S\N AV RIO CURARAY Y DE LOS GORRIONES - AV RIO CURARAY Y DE LOS GORRIONES - Mirasierra - Alangasi, Ecuador;;S\N AV RIO CURARAY Y DE LOS GORRIONES - AV RIO CURARAY Y DE LOS GORRIONES - Mirasierra - Alangasi, Ecuador;0;0;1;1;1;1;2015;288.0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;0;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;29;317.0;1;1;0;1;1;1;0;0;0;317;;-0.296308;-78.448327;199000.0;199,000;Casa;De Venta;S\N AV RIO CURARAY Y DE LOS GORRIONES  - AV RIO CURARAY Y DE LOS GORRIONES  - Mirasierra  -  Alangasi, Ecuador
54;cab2eca99681ff279399e2c310d62f41ad57b9d4------S44-63 pasaje Tonsupa - Pasaje Tonsupa S44-63 y las Palmas - Playa Chica 2 - Alangasi, Ecuador;;S44-63 pasaje Tonsupa - Pasaje Tonsupa S44-63 y las Palmas - Playa Chica 2 - Alangasi, Ecuador;0;0;0;0;0;0;1985;292.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;720;292.25;0;0;0;0;0;0;0;0;0;292.25;;0.0;0.0;160000.0;160,000;Casa;De Venta;S44-63 pasaje Tonsupa  - Pasaje Tonsupa S44-63 y las Palmas  - Playa Chica 2  -  Alangasi, Ecuador
55;b92833fd10a5b2d2381e181ce36e3cb1ad056967---Usada---San Juan de Dios Mercedes de Jesús Molina - Playa Chica-Mercedes de Jesús Molina - Playa Chica 1 - Alangasi, Ecuador;Usada;San Juan de Dios Mercedes de Jesús Molina - Playa Chica-Mercedes de Jesús Molina - Playa Chica 1 - Alangasi, Ecuador;0;0;1;1;1;0;2011;277.0;0;0;1;0;1;1;1;0;1;1;1;1;1;0;0;0;1;0;0;1;1;1;0;0;1;1;1;1;0;12;4;5;10;0;0;0;0;1;1;1;1,110;277.0;1;0;0;1;1;1;12;4;5;277;;-0.29884;-78.445902;325000.0;325,000;Casa;De Venta;San Juan de Dios Mercedes de Jesús Molina  - Playa Chica-Mercedes de Jesús Molina  - Playa Chica 1  -  Alangasi, Ecuador
56;f86df41c84c94379901f1683d6782b93b8ed5059---Por Estrenar---sn Alangasi - Mirasierra - Alangasi, Ecuador;Por Estrenar;sn Alangasi - Mirasierra - Alangasi, Ecuador;0;0;1;0;0;0;2021;181.0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;2;3;2;0;0;0;0;0;0;0;278;278.0;1;0;0;0;1;0;6;2;3;278;;52.720609;58.665754;185000.0;185,000;Casa;De Venta;sn Alangasi  - Mirasierra  -  Alangasi, Ecuador
57;6ffde188dd265c21ee1aed52cfed507133e5d8e9---Usada---sn Av. de las galaxias - Av. De Las Galaxias - Mirasierra - Alangasi, Ecuador;Usada;sn Av. de las galaxias - Av. De Las Galaxias - Mirasierra - Alangasi, Ecuador;0;0;0;1;0;0;2000;704.0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;8;6;4;10;0;0;0;0;0;0;0;4,560;4560.0;0;0;0;1;0;0;8;6;4;4,560;;-0.291544;-78.44774;690000.0;690,000;Casa;De Venta;sn Av. de las galaxias  - Av. De Las Galaxias  - Mirasierra  -  Alangasi, Ecuador
58;279827e0ebe2c26946ac56a51d851c578d1abca1------S7117 JUAN BAUTISTA AGUIRRE - JUAN BAUTISTA AGUIRRE Y BOBNAZA - Alfaro (Chimbacalle), Ecuador;;S7117 JUAN BAUTISTA AGUIRRE - JUAN BAUTISTA AGUIRRE Y BOBNAZA - Alfaro (Chimbacalle), Ecuador;0;0;0;0;0;0;2000;471.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200;472.0;0;0;0;0;0;0;0;0;0;472;;0.0;0.0;250000.0;250,000;Casa;De Venta;S7117 JUAN BAUTISTA AGUIRRE  - JUAN BAUTISTA AGUIRRE Y BOBNAZA  -  Alfaro (Chimbacalle), Ecuador
59;3e5a35b49aa3ee90c45eebdd1b9b3b8be28343aa---Reconstruida/ Renovada---S8-284 Montecristi - MONTECRISTI - Chimbacalle - Alfaro (Chimbacalle), Ecuador;Reconstruida/ Renovada;S8-284 Montecristi - MONTECRISTI - Chimbacalle - Alfaro (Chimbacalle), Ecuador;0;0;1;0;0;0;2001;428.68;0;0;1;1;1;0;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;1;0;0;0;5;5;8;0;0;0;1;0;1;0;1;348.75;777.43;1;1;0;1;0;1;5;5;8;777.43;;-0.242557;-78.515382;145000.0;145,000;Casa;De Venta;S8-284 Montecristi  - MONTECRISTI  - Chimbacalle  -  Alfaro (Chimbacalle), Ecuador
60;941e3ada88ce4c401f18c35cc1d78aa21f96bb73---En Construcción / En Planos---Aloasí - Cantón Mejía - Barrio Miraflores Alto - Aloasi, Ecuador;En Construcción / En Planos;Aloasí - Cantón Mejía - Barrio Miraflores Alto - Aloasi, Ecuador;0;1;0;0;0;0;2018;103.0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;4;1;0;0;0;0;0;0;0;463;463.0;0;0;1;1;0;0;0;1;4;463;En Construcción / En Planos;-0.529439;-78.591685;46500.0;46,500;Casa;De Venta;Aloasí - Cantón Mejía  - Barrio Miraflores Alto  -  Aloasi, Ecuador
61;3d003cece009f5a463b3ff82ccee64e6075d890f---Por Estrenar---calle Simón Bolívar - Aloasì - Aloasi, Ecuador;Por Estrenar;calle Simón Bolívar - Aloasì - Aloasi, Ecuador;0;1;0;0;0;0;2021;506.0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;9;3;4;0;0;0;0;0;0;0;0;2,500;506.0;0;0;0;1;0;0;9;3;4;506;;0.0;0.0;350000.0;350,000;Casa;De Venta;calle Simón Bolívar  - Aloasì  -  Aloasi, Ecuador
62;4bae9b70065f3bce0fa00aa5aa4ff979accc48b6------n29-104 Bolívar y Cuenca - Calle bolívar n29-104 y Cuenca - Amaguana, Ecuador;;n29-104 Bolívar y Cuenca - Calle bolívar n29-104 y Cuenca - Amaguana, Ecuador;0;0;0;0;0;0;2015;304.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;200;304.0;0;0;0;0;0;0;0;0;0;304;;-0.157138;-78.437533;190000.0;190,000;Casa;De Venta;n29-104 Bolívar y Cuenca  - Calle bolívar n29-104 y Cuenca  -  Amaguana, Ecuador
63;fe4410233058540f65516a0a9984afb7918554cb---Usada---N31 Valdivia - La Salle II - Amaguana, Ecuador;Usada;N31 Valdivia - La Salle II - Amaguana, Ecuador;0;0;0;0;0;0;2017;320.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;2,700;2700.0;0;0;0;1;0;0;0;2;3;2,700;;-0.326088;-78.490568;399000.0;399,000;Casa;De Venta;N31 Valdivia  - La Salle II  -  Amaguana, Ecuador
64;87d871611a55d490cf65c531c49afe0659c5b8a5------Pinos Miranda - Pinos Miranda A - Amaguana, Ecuador;;Pinos Miranda - Pinos Miranda A - Amaguana, Ecuador;0;0;1;0;1;0;1990;141.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1,022;1022.0;1;0;0;0;0;0;0;0;0;1,022;;-0.3292182378;-78.493861738731;129000.0;129,000;Casa;De Venta;Pinos Miranda  - Pinos Miranda A  -  Amaguana, Ecuador
65;acf5b190a38f000067e6e38068db88a5c3939f21---Usada---Avenida Indoamérica y Diego Robles esq. - Ambato - El Pisque - Izamba - Ambato, Ecuador;Usada;Avenida Indoamérica y Diego Robles esq. - Ambato - El Pisque - Izamba - Ambato, Ecuador;0;0;0;1;1;0;2018;396.0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;396;403.33;0;0;0;1;1;0;0;0;0;403.33;;0.0;0.0;299000.0;299,000;Casa;De Venta;Avenida Indoamérica y Diego Robles esq.  - Ambato - El Pisque  - Izamba  -  Ambato, Ecuador
66;7038bb8dac91741af1ad14382a496fd480686d4e------C/ Las Aceitunas - Ficoa - Atocha - Ficoa - Ambato, Ecuador;;C/ Las Aceitunas - Ficoa - Atocha - Ficoa - Ambato, Ecuador;0;0;1;0;1;0;1988;131.0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;5;1;3;1;0;0;0;0;1;0;0;174;174.0;1;0;0;0;0;1;5;1;3;174;;-1.238322;-78.641081;115000.0;115,000;Casa;De Venta;C/ Las Aceitunas  - Ficoa  - Atocha - Ficoa  -  Ambato, Ecuador
67;1ef908d083efe23c117b1242f6cb256cfe7941ff------Casa 7 Carolina del Sur - Huachi Grande - Ambato, Ecuador;;Casa 7 Carolina del Sur - Huachi Grande - Ambato, Ecuador;0;1;0;0;0;0;2015;78.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;256.68;256.68;0;0;0;1;0;1;0;0;0;256.68;;0.0;0.0;75000.0;75,000;Casa;De Venta;Casa 7 Carolina del Sur  - Huachi Grande  -  Ambato, Ecuador
68;2c1ddfcc2c51c380786c8ae5bd40a72f5ebfc066---Reconstruida/ Renovada---LOTE 1 RAMON SALAZAR - S/N JULIO ZALDUMBIDE, LA ESPERANZA - Huachi Chico - Ambato, Ecuador;Reconstruida/ Renovada;LOTE 1 RAMON SALAZAR - S/N JULIO ZALDUMBIDE, LA ESPERANZA - Huachi Chico - Ambato, Ecuador;0;0;1;1;1;1;2006;280.0;0;0;1;1;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;32;0;0;4;0;0;1;1;0;1;1;266;280.0;1;0;0;1;1;1;32;0;0;280;;-1.280687;-78.632981;162500.0;162,500;Casa;De Venta;LOTE 1 RAMON SALAZAR  - S/N JULIO ZALDUMBIDE, LA ESPERANZA  - Huachi Chico  -  Ambato, Ecuador
69;cddc4aabe15ab96dc42589f22c6c26040664e119------Macasto - Atahualpa - Ambato, Ecuador;;Macasto - Atahualpa - Ambato, Ecuador;0;0;0;0;0;0;2000;400.0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;4;0;0;0;0;0;0;0;1;2,500;2500.0;0;0;0;1;0;0;0;3;4;2,500;;0.0;0.0;300000.0;300,000;Casa;De Venta;Macasto  - Atahualpa  -  Ambato, Ecuador
70;a6908d032e557140b4276ef6fd1e14e93d6c98b3---Reconstruida/ Renovada---Sixto Duran Cardenas - Sixto Duran Cardenas y Manuel Carrera - Celiano Monge - Ambato, Ecuador;Reconstruida/ Renovada;Sixto Duran Cardenas - Sixto Duran Cardenas y Manuel Carrera - Celiano Monge - Ambato, Ecuador;0;0;1;1;1;0;2016;269.23;0;0;1;0;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;1;0;1;0;1;1;1;4;1;0;7;3;5;5;0;0;0;0;1;0;1;545.59;545.59;1;0;0;1;1;1;7;3;5;545.59;;-1.281494;-78.628403;220000.0;220,000;Casa;De Venta;Sixto Duran Cardenas  - Sixto Duran Cardenas y Manuel Carrera  - Celiano Monge  -  Ambato, Ecuador
71;e460f1328c63162bdab3819440a477cf173d18b9------MALECON ANCONCITO - ANCONCITO - Ancon, Ecuador;;MALECON ANCONCITO - ANCONCITO - Ancon, Ecuador;0;0;0;0;0;0;2000;159.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472;472.0;0;0;0;0;0;0;0;0;0;472;;0.0;0.0;50000.0;50,000;Casa;De Venta;MALECON ANCONCITO  - ANCONCITO  -  Ancon, Ecuador
72;874d8d6303fbb1138857839a3a40fc64a5707fe8---Usada---142 Urbanización Castelnuovo - Atacames, Ecuador;Usada;142 Urbanización Castelnuovo - Atacames, Ecuador;0;0;1;0;0;0;1999;150.0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;3;4;2;0;1;0;0;1;1;0;200;150.0;0;0;0;1;0;0;8;3;4;150;;0.881983;-79.832781;100000.0;100,000;Casa;De Venta;142 Urbanización Castelnuovo  -  Atacames, Ecuador
73;297ddb2f9ebf988aa63ac85e45ef8de938317443------ATACAMES, BARRIO LOS ALMENDROS - BARRIO LOS ALMENDROS - Atacames, Ecuador;;ATACAMES, BARRIO LOS ALMENDROS - BARRIO LOS ALMENDROS - Atacames, Ecuador;0;0;1;0;1;0;2015;95.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;0;1;0;0;0;0;0;214.59;214.59;0;0;0;0;0;0;3;1;2;214.59;;0.871148;-79.840972;35000.0;35,000;Casa;De Venta;ATACAMES, BARRIO LOS ALMENDROS  - BARRIO LOS ALMENDROS  -  Atacames, Ecuador
74;4b2e20e878110eccd455113ca0850ab9cc8454d3------BARRIO NUEVO CIUDADELA ATAHUALPA - CIUDADELA ATAHUALPA - Atahualpa - Atahualpa (Chabaspamba), Ecuador;;BARRIO NUEVO CIUDADELA ATAHUALPA - CIUDADELA ATAHUALPA - Atahualpa - Atahualpa (Chabaspamba), Ecuador;0;0;0;0;0;0;1988;268.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;4;4;9;2;0;0;0;0;0;0;0;180;268.0;0;0;0;0;0;0;4;4;9;268;;-0.253231;-78.52993;120000.0;120,000;Casa;De Venta;BARRIO NUEVO CIUDADELA ATAHUALPA  - CIUDADELA ATAHUALPA  - Atahualpa  -  Atahualpa (Chabaspamba), Ecuador
75;5fc79397d4e222767b664b3de85059cc5288b96b---Usada---Angel Maria Imbaquingo - Imbabura- Atuntaqui- Barrio San José - Atuntaqui, Ecuador;Usada;Angel Maria Imbaquingo - Imbabura- Atuntaqui- Barrio San José - Atuntaqui, Ecuador;0;0;0;0;0;0;2011;226.0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;6;2;2;5;0;0;0;0;0;0;0;760;760.0;0;0;0;1;0;0;6;2;2;760;;0.343757;-78.21102;138000.0;138,000;Casa;De Venta;Angel Maria Imbaquingo  - Imbabura- Atuntaqui- Barrio San José  -  Atuntaqui, Ecuador
76;cb0fc1c2aa59112ea26867bf9fbd0a823f8b84dc------General Enríquez y Eloy Alfaro - Centro - Atuntaqui, Ecuador;;General Enríquez y Eloy Alfaro - Centro - Atuntaqui, Ecuador;0;0;0;0;0;0;1991;310.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;3;6;2;0;0;0;0;0;0;0;310;310.0;0;0;0;1;0;0;10;3;6;310;;0.325668;-78.212829;180000.0;180,000;Casa;De Venta;General Enríquez y Eloy Alfaro  - Centro  -  Atuntaqui, Ecuador
77;f8504cf1f774a8930fdb06aefaa5819eef93ec44---Usada---S/N BOLIVAR Y ROCAFUERTE - BOLIVAR Y ROCAFUERTE - Atuntaqui, Ecuador;Usada;S/N BOLIVAR Y ROCAFUERTE - BOLIVAR Y ROCAFUERTE - Atuntaqui, Ecuador;1;0;1;0;1;0;2000;700.0;0;1;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;0;0;0;1;1;1;0;1;1;0;0;1;6;8;13;15;0;0;0;0;0;0;1;3,256;700.0;1;0;1;1;0;1;6;8;13;700;;0.05128;-78.19349;420000.0;420,000;Casa;De Venta;S/N BOLIVAR Y ROCAFUERTE  - BOLIVAR Y ROCAFUERTE  -  Atuntaqui, Ecuador
78;54b635502bbe0d3bc12a3eaff9e4fe628c01548a------Av. Los Alcaldes - Av. Los Alcaldes - Azogues, Ecuador;;Av. Los Alcaldes - Av. Los Alcaldes - Azogues, Ecuador;0;0;1;0;1;0;2000;173.0;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;10;0;0;7;2;4;4;0;0;0;0;1;0;0;272;272.0;1;0;0;0;0;0;7;2;4;272;;-2.747323;-78.84495;154000.0;154,000;Casa;De Venta;Av. Los Alcaldes  - Av. Los Alcaldes  -  Azogues, Ecuador
79;362d95db12c648f8a040544102a0e888faf476fe---Usada---S/N y Calle. Eloy Alfaro - Toctesol, calle Eloy Alfaro - Azogues, Ecuador;Usada;S/N y Calle. Eloy Alfaro - Toctesol, calle Eloy Alfaro - Azogues, Ecuador;0;0;0;1;0;1;2014;445.0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;0;7;4;4;3;0;0;0;0;1;1;0;618;618.0;0;0;0;1;1;0;7;4;4;618;;-2.771723;-78.842773;279900.0;279,900;Casa;De Venta;S/N y Calle. Eloy Alfaro  - Toctesol, calle Eloy Alfaro  -  Azogues, Ecuador
80;1daf2105cbff95f6ea6f3207b4efa6ced92471fd------S/N - Zumbahuayco, calle S/N - Azogues, Ecuador;;S/N - Zumbahuayco, calle S/N - Azogues, Ecuador;0;0;0;0;0;1;2020;360.0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;12;1;1;10;4;4;8;0;0;0;0;0;0;0;1,847;1847.0;0;1;0;0;1;0;10;4;4;1,847;;-2.825606;-78.89214;287000.0;287,000;Casa;De Venta;S/N  - Zumbahuayco, calle S/N  -  Azogues, Ecuador
81;0a19b24ed08d73f3be7cddf8977872d90998fc29---Reconstruida/ Renovada---Tomas Celleri - Charasol Ciudadela Mendez - Azogues, Ecuador;Reconstruida/ Renovada;Tomas Celleri - Charasol Ciudadela Mendez - Azogues, Ecuador;0;0;0;0;0;0;2005;270.0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;0;1;0;0;0;2;4;2;0;0;1;1;1;0;0;200;270.0;0;0;0;0;0;0;0;2;4;270;;-2.774639;-78.849643;149000.0;149,000;Casa;De Venta;Tomas Celleri  - Charasol Ciudadela Mendez  -  Azogues, Ecuador
82;72cb37452d6adf40a45ef6f23660709dace96fd6------Babahoyo - Ricaurte y Primera peatonal - Babahoyo, Ecuador;;Babahoyo - Ricaurte y Primera peatonal - Babahoyo, Ecuador;0;0;1;0;1;0;2010;483.67;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;6;0;0;23;5;8;0;0;0;0;0;0;0;1;110;483.0;0;0;0;0;0;0;23;5;8;483;;-1.80278;-79.52917;200000.0;200,000;Casa;De Venta;Babahoyo  - Ricaurte y Primera peatonal  -  Babahoyo, Ecuador
83;1a2159060c89da787083faadb7973d82848c6f5b------Ballenita - Santa Elena - Ballenita, Ecuador;;Ballenita - Santa Elena - Ballenita, Ecuador;0;0;1;0;1;0;2016;200.0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;4;0;0;0;8;8;0;1;1;0;0;1;0;0;500;500.0;0;0;0;0;0;1;0;8;8;500;;0.0;0.0;260000.0;260,000;Casa;De Venta;Ballenita  - Santa Elena  -  Ballenita, Ecuador
84;b144166b510a2003f9ce538f318096bfdfb4bd12------Armero - Miraflores - Belisario Quevedo, Ecuador;;Armero - Miraflores - Belisario Quevedo, Ecuador;0;0;0;0;0;0;1990;402.0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;0;0;12;4;4;0;0;0;0;0;1;0;0;612;402.0;1;0;0;0;0;1;12;4;4;402;;-0.204663;-78.508168;240000.0;240,000;Casa;De Venta;Armero  - Miraflores  -  Belisario Quevedo, Ecuador
